Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,18753456506.5708,18053222734.8881,18799444414.5998,19955929060.841,14266499429.8746
Afghanistan,AFG,GDP (current LCU),NY.GDP.MKTP.CN,1285460326500,1327690394700,1469596303300,1534966000000,1251172000000
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,526.140801271383,492.090632280226,497.741429257502,512.055098228687,355.777826392648
Afghanistan,AFG,GDP per capita (current LCU),NY.GDP.PCAP.CN,36064.4516892291,36189.8822938527,38909.6054279142,39386.1475209399,31201.7153746352
Afghanistan,AFG,GDP (constant LCU),NY.GDP.MKTP.KN,1353431599992.55,1369526989278.05,1423097453820.57,1389639000000,1101444000000
Afghanistan,AFG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,20084646855.8018,20323499125.6969,21118473812.444,20621957232.4181,16345202647.5247
Afghanistan,AFG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,37971.4313591516,37330.2546573188,37678.4837368526,35657.1589565185,27467.7999420541
Afghanistan,AFG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,563.488239421983,553.973308908649,559.140956898688,529.144912477888,407.616507361737
Afghanistan,AFG,"Population, total",SP.POP.TOTL,35643418,36686784,37769499,38972230,40099462
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,54.6485411587937,56.2482314520951,57.9082516903546,59.7522806371985,61.4805544056544
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,13019726211.7369,15156424015.1977,15401826127.2539,15162734205.2462,17930565118.8176
Albania,ALB,GDP (current LCU),NY.GDP.MKTP.CN,1550645485900,1636729604100,1691903429800,1647431071400,1856172101100
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4531.03220675893,5287.66080067575,5396.2142432843,5343.0377039956,6377.20309553753
Albania,ALB,GDP per capita (current LCU),NY.GDP.PCAP.CN,539644.576515326,571010.085243527,592778.629671245,580521.046539122,660168.064450045
Albania,ALB,GDP (constant LCU),NY.GDP.MKTP.KN,1452767583700,1511159333900,1542707988600,1491766505200,1624660939300
Albania,ALB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,12211675169.6845,12702504600.374,12967696312.7715,12539492342.004,13656576505.5665
Albania,ALB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,505581.807453531,527202.060685688,540506.220011205,525668.03420478,577828.568293674
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4249.8200493985,4431.55559506989,4543.38771048312,4418.66087378292,4857.11194201819
Albania,ALB,"Population, total",SP.POP.TOTL,2873457,2866376,2854191,2837849,2811666
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,104.870693430657,104.612262773723,104.167554744526,103.571131386861,102.615547445255
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,170096988531.906,174910684781.571,171760275466.61,145743542982.628,163472387986.768
Algeria,DZA,GDP (current LCU),NY.GDP.MKTP.CN,18876176000000,20393500000000,20500200000000,18476900000000,22079300000000
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4134.93608656171,4171.79038755546,4021.9832660524,3354.15316371593,3700.31469728198
Algeria,DZA,GDP per capita (current LCU),NY.GDP.PCAP.CN,458866.332627926,486404.860714241,480038.013019815,425228.804805781,499780.784399573
Algeria,DZA,GDP (constant LCU),NY.GDP.MKTP.KN,18751266734000,18976281935000,19166044754000,18188576472000,18806988072000
Algeria,DZA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,173517337342.624,175599545392.513,177355540843.199,168310408264.397,174032962144.942
Algeria,DZA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,455829.877744233,452602.827933795,448797.086914226,418593.304845895,425709.657951908
Algeria,DZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4218.0823188856,4188.22038483483,4153.00345481624,3873.50874565769,3939.36086434716
Algeria,DZA,"Population, total",SP.POP.TOTL,41136546,41927007,42705368,43451666,44177969
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,17.2716286111714,17.6035123046545,17.9303156808402,18.2436570559099,18.5486033116111
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,612000000,639000000,647000000,721000000,750000000
American Samoa,ASM,GDP (current LCU),NY.GDP.MKTP.CN,612000000,639000000,647000000,721000000,750000000
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,12372.8847825647,13195.9358995539,13672.576657298,15609.7772196843,16653.7137781725
American Samoa,ASM,GDP per capita (current LCU),NY.GDP.PCAP.CN,12372.8847825647,13195.9358995539,13672.576657298,15609.7772196843,16653.7137781725
American Samoa,ASM,GDP (constant LCU),NY.GDP.MKTP.KN,599000000,615000000,612000000,639000000,634000000
American Samoa,ASM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,615461068.70229,631900763.358779,628818320.610687,656560305.343511,651422900.763359
American Samoa,ASM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12110.0620665952,12700.3138939369,12932.9473172587,13834.4627508714,14077.9393804818
American Samoa,ASM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12442.8576653719,13049.3301536176,13288.3565565116,14214.6464600557,14464.8140504798
American Samoa,ASM,"Population, total",SP.POP.TOTL,49463,48424,47321,46189,45035
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,247.315,242.12,236.605,230.945,225.175
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,3000160414.63795,3218418631.67579,3155150255.91195,2891002460.29153,3325143693.28714
Andorra,AND,GDP (current LCU),NY.GDP.MKTP.CN,2655760000,2725270000,2818420000,2531090000,2811000000
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,40632.2089824607,42904.8115883352,41328.6123929102,37207.2388711909,42072.3194231234
Andorra,AND,GDP per capita (current LCU),NY.GDP.PCAP.CN,35967.8751845281,36330.6360230893,36917.8575638893,32575.1608751609,35566.9711769618
Andorra,AND,GDP (constant LCU),NY.GDP.MKTP.KN,2580620000,2621620000,2674460000,2375350000,2572200000
Andorra,AND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2903391399.65727,2949519480.26811,3008968450.49925,2672447226.31612,2893918267.005
Andorra,AND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,34950.2282053713,34948.8755282418,35032.1574997053,30570.7850707851,32545.4867525369
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39321.632781089,39320.1109176824,39413.8093931238,34394.4301971186,36616.117961953
Andorra,AND,"Population, total",SP.POP.TOTL,73837,75013,76343,77700,79034
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,157.1,159.602127659574,162.431914893617,165.31914893617,168.157446808511
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,73690155046.555,79450688232.0011,70897962712.6213,48501561230.001,66505129989.243
Angola,AGO,GDP (current LCU),NY.GDP.MKTP.CN,20262296000000,25627742000000,30330429000000,31700771000000,44535941000000
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2439.37444118796,2540.50887797043,2191.34776373555,1450.90511218489,1927.47407832091
Angola,AGO,GDP per capita (current LCU),NY.GDP.PCAP.CN,670745.324812501,819470.636720194,937467.244745776,948316.085867604,1290755.64313631
Angola,AGO,GDP (constant LCU),NY.GDP.MKTP.KN,1579733000000,1558938000000,1547990000000,1460711000000,1478228000000
Angola,AGO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,88031782810.7052,86872966147.6687,86262880798.9347,81399194358.2922,82375342061.4136
Angola,AGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,52294.0995532799,49848.4773050745,47846.0070641933,43696.5945750579,42842.5018086427
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2914.12714310313,2777.84304535304,2666.2539190069,2435.02485749107,2387.42991017196
Angola,AGO,"Population, total",SP.POP.TOTL,30208628,31273533,32353588,33428486,34503774
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,24.2308719018208,25.085050934467,25.9513820486083,26.8135766423358,27.6760840619235
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1531151851.85185,1661529629.62963,1725351851.85185,1410796296.2963,1601366666.66667
Antigua and Barbuda,ATG,GDP (current LCU),NY.GDP.MKTP.CN,4134110000,4486130000,4658450000,3809150000,4323690000
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,16803.8702340001,18133.8226008953,18730.0047966374,15224.8585890561,17178.5437160522
Antigua and Barbuda,ATG,GDP per capita (current LCU),NY.GDP.PCAP.CN,45370.4496318002,48961.3210224172,50571.0129509211,41107.1181904515,46382.0680333408
Antigua and Barbuda,ATG,GDP (constant LCU),NY.GDP.MKTP.KN,4194480000,4486130000,4625220000,3751960000,4059310000
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1533568876.84089,1640200774.69966,1691054300.06629,1371776497.48049,1484148566.07947
Antigua and Barbuda,ATG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,46032.9898264906,48961.3210224172,50210.2760619647,40489.9421566088,43545.9509327498
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16830.3962602848,17901.0409130559,18357.6788222183,14803.7695057464,15921.095120946
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,91119,91626,92117,92664,93219
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,207.088636363636,208.240909090909,209.356818181818,210.6,211.861363636364
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,643628393281.364,524819892360.176,447754683615.225,385740508436.965,487902572164.348
Argentina,ARG,GDP (current LCU),NY.GDP.MKTP.CN,10660228494800,14744810677300,21558444149200,27209814143300,46346227353600
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,14613.0356486571,11795.1627452798,9963.67416171662,8500.83793850534,10650.8604604345
Argentina,ARG,GDP per capita (current LCU),NY.GDP.PCAP.CN,242031.427829262,331385.002967333,479729.907461522,599642.026984164,1011733.13807514
Argentina,ARG,GDP (constant LCU),NY.GDP.MKTP.KN,726389947800,707377443000,693223803600,624591286200,691535042300
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,598790850843.677,583118120294.002,571450737224.442,514874343768.066,570058627079.249
Argentina,ARG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,16492.0664048258,15898.0865321293,15425.9829164663,13764.562408297,15096.1352926767
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13595.0373551081,13105.397163317,12716.2242038544,11346.6521128461,12444.3182669731
Argentina,ARG,"Population, total",SP.POP.TOTL,44044811,44494502,44938712,45376763,45808747
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,16.0941907925267,16.2585100979651,16.4208266190179,16.580892611147,16.7387416916056
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,11527458709.0158,12457940694.7395,13619290539.2116,12641698583.2152,13878908628.9378
Armenia,ARM,GDP (current LCU),NY.GDP.MKTP.CN,5564493300000,6017035200000,6543321800000,6181902600000,6991777800000
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,4041.99507105058,4391.92326991474,4828.50488626598,4505.86774175695,4972.78320361917
Armenia,ARM,GDP per capita (current LCU),NY.GDP.PCAP.CN,1951137.28526331,2121246.00351764,2319831.65295919,2203409.24320147,2505138.99448723
Armenia,ARM,GDP (constant LCU),NY.GDP.MKTP.KN,5075556763800,5339485715500,5745286629800,5331625992500,5640860300065
Armenia,ARM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11367527508.1135,11958638938.496,12867495497.6469,11941035821.9185,12633615899.5898
Armenia,ARM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1779696.28345506,1882382.66162111,2036900.85655474,1900346.01858136,2021108.15079789
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3985.91669835177,4215.89939440524,4561.96779894751,4256.13122785453,4526.59748875832
Armenia,ARM,"Population, total",SP.POP.TOTL,2851923,2836557,2820602,2805608,2790974
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,100.17291886196,99.6331928345627,99.0727783631893,98.5461187214612,98.0321039690903
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,3092429050.27933,3276184357.5419,3395798882.68156,2558906303.88098,3103184101.51354
Aruba,ABW,GDP (current LCU),NY.GDP.MKTP.CN,5535448000,5864370000,6078480000,4580442283.94695,5554699541.70924
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,29329.0817465959,30918.483584133,31902.8098183195,24008.1278217477,29127.7593841909
Aruba,ABW,GDP per capita (current LCU),NY.GDP.PCAP.CN,52499.0563264067,55344.085615598,57106.0295747919,42974.5488009284,52138.6892977016
Aruba,ABW,GDP (constant LCU),NY.GDP.MKTP.KN,5199917289.88211,5323765286.48063,5201167657.97474,3953793445.49705,5046596529.70898
Aruba,ABW,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3226290923.08041,3303132465.93437,3227066714.50225,2453132846.89402,3131162991.36718
Aruba,ABW,GDP per capita (constant LCU),NY.GDP.PCAP.KN,49316.8304885489,50242.2121749366,48863.8663119327,37095.214575194,47369.425924411
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30598.6487265662,31172.8021926197,30317.6069080086,23015.7418669984,29390.3807256369
Aruba,ABW,"Population, total",SP.POP.TOTL,105439,105962,106442,106585,106537
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,585.772222222222,588.677777777778,591.344444444444,592.138888888889,591.872222222222
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1326882104817,1429733668185.91,1394671325960.57,1330381544909.3,1559033756285.13
Australia,AUS,GDP (current LCU),NY.GDP.MKTP.CN,1759378000000,1844528000000,1950042000000,1984598000000,2088901000000
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,53954.553494614,57273.5204750079,55049.571919719,51868.2475567823,60697.2454358579
Australia,AUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,71540.98625163,73889.7142352172,76970.8069042985,77374.5101610776,81326.3575448975
Australia,AUS,GDP (constant LCU),NY.GDP.MKTP.KN,2091067000000,2151841000000,2198775000000,2191416000000,2237695000000
Australia,AUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1421551208676.45,1462866648667.66,1494773366351.99,1489770563790.11,1521231998735.21
Australia,AUS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,85028.3426860158,86200.3268964332,86788.6363221914,85437.8264813066,87119.2955752471
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57804.0509065758,58600.7903562771,59000.7354442453,58082.4265799182,59225.5245403582
Australia,AUS,"Population, total",SP.POP.TOTL,24592588,24963258,25334826,25649248,25685412
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,3.19715601363491,3.24534491589985,3.29365056253104,3.33452695130798,3.33922844714392
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,417261151844.977,454991174096.102,444596155845.254,435049316955.737,479295362747.047
Austria,AUT,GDP (current LCU),NY.GDP.MKTP.CN,369361870000,385274090000,397147190000,380888460000,405241420000
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,47429.1584564387,51466.5565633634,50067.5857265892,48789.4978498872,53517.8904509612
Austria,AUT,GDP per capita (current LCU),NY.GDP.PCAP.CN,41984.5523182207,43580.4733680289,44724.1855782485,42715.5174734077,45249.0627020688
Austria,AUT,GDP (constant LCU),NY.GDP.MKTP.KN,359048510000,367756820000,373091240000,348344130000,363106490000
Austria,AUT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,398368950204.699,408030932405.258,413949540159.265,386492302608.55,402871331324.597
Austria,AUT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,40812.2553442623,41598.9985205623,42015.1577942144,39065.7668435899,40544.2966159237
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,45281.723399938,46154.6250956541,46616.3591743242,43343.9718951136,44984.4197366909
Austria,AUT,"Population, total",SP.POP.TOTL,8797566,8840521,8879920,8916864,8955797
Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,106.61131846825,107.131858943286,107.609306834707,108.057004362579,108.528805138148
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,40866627351.9817,47112470051.7701,48174235294.1176,42693000000,54825411764.7059
Azerbaijan,AZE,GDP (current LCU),NY.GDP.MKTP.CN,70337800000,80092000000,81896200000,72578100000,93203200000
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,4147.1981423222,4739.7943123408,4805.75371765917,4229.91064904503,5408.04535175023
Azerbaijan,AZE,GDP per capita (current LCU),NY.GDP.PCAP.CN,7137.97081864857,8057.73090748268,8169.78132002059,7190.84810337655,9193.67709797539
Azerbaijan,AZE,GDP (constant LCU),NY.GDP.MKTP.KN,29218880000,29657163200,30398592300,29091452800,30725360000
Azerbaijan,AZE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,51533733835.093,52306739842.6194,53614408373.9591,51308988759.0274,54190732985.9123
Azerbaijan,AZE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2965.16969244978,2983.68676702914,3032.49542136829,2882.30496790834,3030.78691031047
Azerbaijan,AZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5229.7098898586,5262.36870473368,5348.45318851823,5083.56025445721,5345.43986445831
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,9854033,9939771,10024283,10093121,10137750
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,119.208741622511,120.25759188908,121.280071139933,122.124736829369,122.658802177858
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,12253500000,12653600000,13058700000,9754600000,11527600000
"Bahamas, The",BHS,GDP (current LCU),NY.GDP.MKTP.CN,12253500000,12653600000,13058700000,9754600000,11527600000
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,30708.9870181946,31483.9788408235,32279.0113630465,23998.2680191207,28260.4325506367
"Bahamas, The",BHS,GDP per capita (current LCU),NY.GDP.PCAP.CN,30708.9870181946,31483.9788408235,32279.0113630465,23998.2680191207,28260.4325506367
"Bahamas, The",BHS,GDP (constant LCU),NY.GDP.MKTP.KN,12294800000,12653600000,12559500000,9607000000,11238700000
"Bahamas, The",BHS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11876233701.5797,12222818652.3009,12131922208.9819,9279937629.8172,10856087752.7039
"Bahamas, The",BHS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,30812.4906019748,31483.9788408235,31045.0690508383,23635.1424824895,27552.1811397724
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,29763.5048408093,30412.1328178751,29988.1653487195,22830.5036025133,26614.1899180299
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,399020,401906,404557,406471,407906
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,39.8621378621379,40.1504495504496,40.4152847152847,40.6064935064935,40.7498501498501
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,35473776595.7447,37802005319.1489,38653318085.1064,34621807712.766,39288670212.766
Bahrain,BHR,GDP (current LCU),NY.GDP.MKTP.CN,13338140000,14213554000,14533647600,13017799700,14772540000
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,24349.9098701325,25415.8466249472,25869.1129129041,23433.1872362574,26850.0033915702
Bahrain,BHR,GDP per capita (current LCU),NY.GDP.PCAP.CN,9155.56611116984,9556.35833098014,9726.78645525195,8810.87840083277,10095.6012752304
Bahrain,BHR,GDP (constant LCU),NY.GDP.MKTP.KN,12452840000,12715735700,12991281200,12387883300,12718603700
Bahrain,BHR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,33535234420.6161,34243206973.6781,34985245170.2699,33360307403.029,34250930436.9458
Bahrain,BHR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,8547.87848169386,8549.31333790525,8694.54258767973,8384.53009843185,8691.93461198074
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23019.2557426695,23023.1197800625,23414.2190743533,22579.3620055846,23407.195851022
Bahrain,BHR,"Population, total",SP.POP.TOTL,1456834,1487340,1494188,1477469,1463265
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,1867.7358974359,1911.74807197943,1915.62564102564,1882.12611464968,1852.23417721519
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,293754781336,321379127909.353,351238399005.451,373902197869.16,416264800549.026
Bangladesh,BGD,GDP (current LCU),NY.GDP.MKTP.CN,23243073000000,26392478000000,29514288000000,31704694000000,35301848000000
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,1815.61026180185,1963.41249219641,2122.07839667492,2233.30590129762,2457.92403936141
Bangladesh,BGD,GDP per capita (current LCU),NY.GDP.PCAP.CN,143658.468000697,161240.468048799,178316.588207288,189371.125959021,208447.268946689
Bangladesh,BGD,GDP (constant LCU),NY.GDP.MKTP.KN,22126230000000,23745739000000,25617356000000,26500649000000,28339444000000
Bangladesh,BGD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,222726141337.945,239028375854.719,257868369494.507,266759736960.217,285269339141.046
Bangladesh,BGD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,136755.596148197,145070.654999679,154772.479038339,158287.531170457,167336.273876304
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1376.60352606198,1460.30422758178,1557.96432747545,1593.34739987361,1684.43347946481
Bangladesh,BGD,"Population, total",SP.POP.TOTL,161793964,163683958,165516222,167420951,169356251
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,1242.94356610586,1257.46299454559,1271.53892601982,1286.17155258508,1301.03903357148
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,4992300000,5110250000,5341100000,4738800000,4923100000
Barbados,BRB,GDP (current LCU),NY.GDP.MKTP.CN,9984600000,10220500000,10682200000,9477600000,9846200000
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,17881.5632533033,18271.2522525099,19063.1022913841,16882.5015230162,17507.4679943101
Barbados,BRB,GDP per capita (current LCU),NY.GDP.PCAP.CN,35763.1265066067,36542.5045050199,38126.2045827682,33765.0030460325,35014.9359886202
Barbados,BRB,GDP (constant LCU),NY.GDP.MKTP.KN,9337900000,9256500000,9280900000,8098700000,8035300000
Barbados,BRB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4876462322.53367,4833953403.71314,4846695634.9075,4229324089.08892,4196215176.88718
Barbados,BRB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,33446.7579077822,33095.8067560997,33124.776929117,28852.5185879235,28575.0355618777
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17466.652539458,17283.3779200865,17298.5067988704,15067.4369830702,14922.5290785462
Barbados,BRB,"Population, total",SP.POP.TOTL,279187,279688,280180,280693,281200
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,649.272093023256,650.437209302326,651.581395348837,652.774418604651,653.953488372093
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,54725302249.8088,60031173807.7196,64410122847.3508,61371755326.2351,69673747131.87
Belarus,BLR,GDP (current LCU),NY.GDP.MKTP.CN,105748000000,122320000000,134732000000,149721000000,176879000000
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,5785.53397723676,6360.05310087258,6837.76832136779,6542.8645398436,7489.71894713888
Belarus,BLR,GDP per capita (current LCU),NY.GDP.PCAP.CN,11179.6302966416,12959.2950787628,14303.1275325757,15961.808759789,19013.9622481278
Belarus,BLR,GDP (constant LCU),NY.GDP.MKTP.KN,118585000000,122320000000,124089000000,123254000000,126260000000
Belarus,BLR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,56422059344.4014,58199150811.7146,59040830813.2346,58643542627.1016,60073780097.1802
Belarus,BLR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,12536.7520778383,12959.2950787628,13173.2683578495,13140.1525295652,13572.5714949124
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5964.91436287762,6165.95788671048,6267.76513932041,6252.00881913912,6457.75126990834
Belarus,BLR,"Population, total",SP.POP.TOTL,9458989,9438785,9419758,9379952,9302585
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,46.5987595325832,46.5010592176569,46.4107506220284,46.211212927382,45.8368317319537
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,502764720556.354,543299066998.902,535865804349.803,526264230147.394,600748812601.541
Belgium,BEL,GDP (current LCU),NY.GDP.MKTP.CN,445050100000,460050800000,478676200000,460747700000,507929600000
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,44198.4823908691,47544.9811472757,46641.7214017087,45609.0034936111,51850.3971840229
Belgium,BEL,GDP per capita (current LCU),NY.GDP.PCAP.CN,39124.7400695445,40259.7904936828,41663.9423168985,39930.9743189037,43839.2069182333
Belgium,BEL,GDP (constant LCU),NY.GDP.MKTP.KN,428814000000,436502400000,446283700000,422805700000,451772100000
Belgium,BEL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,475774660680.469,484305039588.75,495157518025.82,469108374379.726,501246968574.726
Belgium,BEL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,37697.4104447604,38199.0318764574,38844.5014265844,36642.7082513621,38992.2748581394
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,41825.7628316432,42382.3182763247,43098.4750626966,40655.5571522973,43262.4315898987
Belgium,BEL,"Population, total",SP.POP.TOTL,11375158,11427054,11488980,11538604,11586195
Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,375.66571994716,377.379590488771,379.424702774108,381.063540290621,382.635237780713
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2266664817.08822,2292787335.62452,2386792476.10637,2047727810.06777,2424575179.3783
Belize,BLZ,GDP (current LCU),NY.GDP.MKTP.CN,4533329634.17644,4585574671.24903,4773584952.21273,4095455620.13554,4849150358.75661
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,6049.3919477765,6001.02426184093,6134.21523305713,5185.1580697602,6060.96822340845
Belize,BLZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,12098.783895553,12002.0485236819,12268.4304661143,10370.3161395204,12121.9364468169
Belize,BLZ,GDP (constant LCU),NY.GDP.MKTP.KN,4307258778.65604,4352726126.11508,4537117813.50779,3914094811.27876,4613247955.32708
Belize,BLZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2154673433.68323,2177418128.32649,2269658667.06214,1957996150.25944,2307742191.29649
Belize,BLZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,11495.4343386614,11392.6026553399,11660.6942096603,9911.08300464842,11532.2261407918
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5750.50356874356,5699.06280152249,5833.17356188628,4957.94386791141,5768.90838784117
Belize,BLZ,"Population, total",SP.POP.TOTL,374693,382066,389095,394921,400031
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,16.4266988163086,16.7499342393687,17.0580885576502,17.3135028496274,17.537527400263
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,12701655845.9612,14262408079.7014,14390708756.988,15686741893.5187,17687623534.6665
